Season,TeamA,TeamB,WinProbability
2024,1235,1224,0.96622133
2024,1235,1447,0.96622133
2024,1235,1345,0.891882
2024,1235,1397,0.8602089
2024,1235,1166,0.90622115
2024,1235,1242,0.89505225
2024,1235,1211,0.7997559
2024,1235,1376,0.8385011
2024,1235,1400,0.79968643
2024,1235,1429,0.7608431
2024,1235,1395,0.7936918
2024,1235,1161,0.5616634
2024,1235,1438,0.5616634
2024,1235,1332,0.6061003
2024,1235,1270,0.44639784
2024,1235,1359,0.8433762
2024,1235,1103,0.7655938
2024,1235,1389,0.86986774
2024,1235,1212,0.96622133
2024,1235,1286,0.96622133
2024,1235,1222,0.891882
2024,1235,1266,0.8602089
2024,1235,1246,0.90622115
2024,1235,1181,0.89505225
2024,1235,1458,0.7997559
2024,1235,1403,0.8385011
2024,1235,1196,0.79968643
2024,1235,1304,0.7608431
2024,1235,1401,0.7936918
2024,1235,1129,0.5616634
2024,1235,1160,0.5616634
2024,1235,1301,0.6061003
2024,1235,1241,0.44639784
2024,1235,1436,0.8433762
2024,1235,1324,0.7655938
2024,1235,1443,0.86986774
2024,1235,1255,0.96622133
2024,1228,1120,0.90622115
2024,1228,1361,0.89505225
2024,1228,1140,0.7997559
2024,1228,1450,0.8385011
2024,1228,1194,0.79968643
2024,1228,1321,0.7608431
2024,1228,1179,0.7936918
2024,1228,1182,0.5616634
2024,1228,1412,0.6061003
2024,1228,1463,0.44639784
2024,1228,1287,0.8433762
2024,1228,1355,0.7655938
2024,1228,1391,0.86986774
2024,1228,1314,0.89475757
2024,1228,1112,0.891882
2024,1228,1124,0.8602089
2024,1228,1104,0.90622115
2024,1228,1388,0.89505225
2024,1228,1155,0.7997559
2024,1228,1173,0.8385011
2024,1228,1280,0.79968643
2024,1228,1277,0.7608431
2024,1228,1305,0.7936918
2024,1228,1307,0.5616634
2024,1228,1213,0.6061003
2024,1228,1158,0.44639784
2024,1228,1159,0.8433762
2024,1228,1253,0.7655938
2024,1228,1224,0.86986774
2024,1228,1447,0.86986774
2024,1228,1345,0.89475757
2024,1228,1397,0.891882
2024,1228,1166,0.8602089
2024,1228,1242,0.90622115
2024,1228,1211,0.89505225
2024,1228,1376,0.7997559
2024,1228,1400,0.8385011
2024,1228,1429,0.79968643
2024,1228,1395,0.7608431
2024,1228,1161,0.7936918
2024,1228,1438,0.7936918
2024,1228,1332,0.5616634
2024,1228,1270,0.6061003
2024,1228,1359,0.44639784
2024,1228,1103,0.8433762
2024,1228,1389,0.7655938
2024,1228,1212,0.86986774
2024,1228,1286,0.86986774
2024,1228,1222,0.89475757
2024,1228,1266,0.891882
2024,1228,1246,0.8602089
2024,1228,1181,0.90622115
2024,1228,1458,0.89505225
2024,1228,1403,0.7997559
2024,1228,1196,0.8385011
2024,1228,1304,0.79968643
2024,1228,1401,0.7608431
2024,1228,1129,0.7936918
2024,1228,1160,0.7936918
2024,1228,1301,0.5616634
2024,1228,1241,0.6061003
2024,1228,1436,0.44639784
2024,1228,1324,0.8433762
2024,1228,1443,0.7655938
2024,1228,1255,0.86986774
2024,1120,1361,0.90622115
2024,1120,1140,0.89505225
2024,1120,1450,0.7997559
2024,1120,1194,0.8385011
2024,1120,1321,0.79968643
2024,1120,1179,0.7608431
2024,1120,1182,0.7936918
2024,1120,1412,0.5616634
2024,1120,1463,0.6061003
2024,1120,1287,0.44639784
2024,1120,1355,0.8433762
2024,1120,1391,0.7655938
2024,1120,1314,0.8425857
2024,1120,1112,0.89475757
2024,1120,1124,0.891882
2024,1120,1104,0.8602089
2024,1120,1388,0.90622115
2024,1120,1155,0.89505225
2024,1120,1173,0.7997559
2024,1120,1280,0.8385011
2024,1120,1277,0.79968643
2024,1120,1305,0.7608431
2024,1120,1307,0.7936918
2024,1120,1213,0.5616634
2024,1120,1158,0.6061003
2024,1120,1159,0.44639784
2024,1120,1253,0.8433762
2024,1120,1224,0.7655938
2024,1120,1447,0.7655938
2024,1120,1345,0.8425857
2024,1120,1397,0.89475757
2024,1120,1166,0.891882
2024,1120,1242,0.8602089
2024,1120,1211,0.90622115
2024,1120,1376,0.89505225
2024,1120,1400,0.7997559
2024,1120,1429,0.8385011
2024,1120,1395,0.79968643
2024,1120,1161,0.7608431
2024,1120,1438,0.7608431
2024,1120,1332,0.7936918
2024,1120,1270,0.5616634
2024,1120,1359,0.6061003
2024,1120,1103,0.44639784
2024,1120,1389,0.8433762
2024,1120,1212,0.7655938
2024,1120,1286,0.7655938
2024,1120,1222,0.8425857
2024,1120,1266,0.89475757
2024,1120,1246,0.891882
2024,1120,1181,0.8602089
2024,1120,1458,0.90622115
2024,1120,1403,0.89505225
2024,1120,1196,0.7997559
2024,1120,1304,0.8385011
2024,1120,1401,0.79968643
2024,1120,1129,0.7608431
2024,1120,1160,0.7608431
2024,1120,1301,0.7936918
2024,1120,1241,0.5616634
2024,1120,1436,0.6061003
2024,1120,1324,0.44639784
2024,1120,1443,0.8433762
2024,1120,1255,0.7655938
2024,1361,1140,0.90622115
2024,1361,1450,0.89505225
2024,1361,1194,0.7997559
2024,1361,1321,0.8385011
2024,1361,1179,0.79968643
2024,1361,1182,0.7608431
2024,1361,1412,0.7936918
2024,1361,1463,0.5616634
2024,1361,1287,0.6061003
2024,1361,1355,0.44639784
2024,1361,1391,0.8433762
2024,1361,1314,0.91560227
2024,1361,1112,0.8425857
2024,1361,1124,0.89475757
2024,1361,1104,0.891882
2024,1361,1388,0.8602089
2024,1361,1155,0.90622115
2024,1361,1173,0.89505225
2024,1361,1280,0.7997559
2024,1361,1277,0.8385011
2024,1361,1305,0.79968643
2024,1361,1307,0.7608431
2024,1361,1213,0.7936918
2024,1361,1158,0.5616634
2024,1361,1159,0.6061003
2024,1361,1253,0.44639784
2024,1361,1224,0.8433762
2024,1361,1447,0.8433762
2024,1361,1345,0.91560227
2024,1361,1397,0.8425857
2024,1361,1166,0.89475757
2024,1361,1242,0.891882
2024,1361,1211,0.8602089
2024,1361,1376,0.90622115
2024,1361,1400,0.89505225
2024,1361,1429,0.7997559
2024,1361,1395,0.8385011
2024,1361,1161,0.79968643
2024,1361,1438,0.79968643
2024,1361,1332,0.7608431
2024,1361,1270,0.7936918
2024,1361,1359,0.5616634
2024,1361,1103,0.6061003
2024,1361,1389,0.44639784
2024,1361,1212,0.8433762
2024,1361,1286,0.8433762
2024,1361,1222,0.91560227
2024,1361,1266,0.8425857
2024,1361,1246,0.89475757
2024,1361,1181,0.891882
2024,1361,1458,0.8602089
2024,1361,1403,0.90622115
2024,1361,1196,0.89505225
2024,1361,1304,0.7997559
2024,1361,1401,0.8385011
2024,1361,1129,0.79968643
2024,1361,1160,0.79968643
2024,1361,1301,0.7608431
2024,1361,1241,0.7936918
2024,1361,1436,0.5616634
2024,1361,1324,0.6061003
2024,1361,1443,0.44639784
2024,1361,1255,0.8433762
2024,1140,1450,0.90622115
2024,1140,1194,0.89505225
2024,1140,1321,0.7997559
2024,1140,1179,0.8385011
2024,1140,1182,0.79968643
2024,1140,1412,0.7608431
2024,1140,1463,0.7936918
2024,1140,1287,0.5616634
2024,1140,1355,0.6061003
2024,1140,1391,0.44639784
2024,1140,1314,0.90580946
2024,1140,1112,0.91560227
2024,1140,1124,0.8425857
2024,1140,1104,0.89475757
2024,1140,1388,0.891882
2024,1140,1155,0.8602089
2024,1140,1173,0.90622115
2024,1140,1280,0.89505225
2024,1140,1277,0.7997559
2024,1140,1305,0.8385011
2024,1140,1307,0.79968643
2024,1140,1213,0.7608431
2024,1140,1158,0.7936918
2024,1140,1159,0.5616634
2024,1140,1253,0.6061003
2024,1140,1224,0.44639784
2024,1140,1447,0.44639784
2024,1140,1345,0.90580946
2024,1140,1397,0.91560227
2024,1140,1166,0.8425857
2024,1140,1242,0.89475757
2024,1140,1211,0.891882
2024,1140,1376,0.8602089
2024,1140,1400,0.90622115
2024,1140,1429,0.89505225
2024,1140,1395,0.7997559
2024,1140,1161,0.8385011
2024,1140,1438,0.8385011
2024,1140,1332,0.79968643
2024,1140,1270,0.7608431
2024,1140,1359,0.7936918
2024,1140,1103,0.5616634
2024,1140,1389,0.6061003
2024,1140,1212,0.44639784
2024,1140,1286,0.44639784
2024,1140,1222,0.90580946
2024,1140,1266,0.91560227
2024,1140,1246,0.8425857
2024,1140,1181,0.89475757
2024,1140,1458,0.891882
2024,1140,1403,0.8602089
2024,1140,1196,0.90622115
2024,1140,1304,0.89505225
2024,1140,1401,0.7997559
2024,1140,1129,0.8385011
2024,1140,1160,0.8385011
2024,1140,1301,0.79968643
2024,1140,1241,0.7608431
2024,1140,1436,0.7936918
2024,1140,1324,0.5616634
2024,1140,1443,0.6061003
2024,1140,1255,0.44639784
2024,1450,1194,0.90622115
2024,1450,1321,0.89505225
2024,1450,1179,0.7997559
2024,1450,1182,0.8385011
2024,1450,1412,0.79968643
2024,1450,1463,0.7608431
2024,1450,1287,0.7936918
2024,1450,1355,0.5616634
2024,1450,1391,0.6061003
2024,1450,1314,0.8553772
2024,1450,1112,0.90580946
2024,1450,1124,0.91560227
2024,1450,1104,0.8425857
2024,1450,1388,0.89475757
2024,1450,1155,0.891882
2024,1450,1173,0.8602089
2024,1450,1280,0.90622115
2024,1450,1277,0.89505225
2024,1450,1305,0.7997559
2024,1450,1307,0.8385011
2024,1450,1213,0.79968643
2024,1450,1158,0.7608431
2024,1450,1159,0.7936918
2024,1450,1253,0.5616634
2024,1450,1224,0.6061003
2024,1450,1447,0.6061003
2024,1450,1345,0.8553772
2024,1450,1397,0.90580946
2024,1450,1166,0.91560227
2024,1450,1242,0.8425857
2024,1450,1211,0.89475757
2024,1450,1376,0.891882
2024,1450,1400,0.8602089
2024,1450,1429,0.90622115
2024,1450,1395,0.89505225
2024,1450,1161,0.7997559
2024,1450,1438,0.7997559
2024,1450,1332,0.8385011
2024,1450,1270,0.79968643
2024,1450,1359,0.7608431
2024,1450,1103,0.7936918
2024,1450,1389,0.5616634
2024,1450,1212,0.6061003
2024,1450,1286,0.6061003
2024,1450,1222,0.8553772
2024,1450,1266,0.90580946
2024,1450,1246,0.91560227
2024,1450,1181,0.8425857
2024,1450,1458,0.89475757
2024,1450,1403,0.891882
2024,1450,1196,0.8602089
2024,1450,1304,0.90622115
2024,1450,1401,0.89505225
2024,1450,1129,0.7997559
2024,1450,1160,0.7997559
2024,1450,1301,0.8385011
2024,1450,1241,0.79968643
2024,1450,1436,0.7608431
2024,1450,1324,0.7936918
2024,1450,1443,0.5616634
2024,1450,1255,0.6061003
2024,1194,1321,0.90622115
2024,1194,1179,0.89505225
2024,1194,1182,0.7997559
2024,1194,1412,0.8385011
2024,1194,1463,0.79968643
2024,1194,1287,0.7608431
2024,1194,1355,0.7936918
2024,1194,1391,0.5616634
2024,1194,1314,0.87110114
2024,1194,1112,0.8553772
2024,1194,1124,0.90580946
2024,1194,1104,0.91560227
2024,1194,1388,0.8425857
2024,1194,1155,0.89475757
2024,1194,1173,0.891882
2024,1194,1280,0.8602089
2024,1194,1277,0.90622115
2024,1194,1305,0.89505225
2024,1194,1307,0.7997559
2024,1194,1213,0.8385011
2024,1194,1158,0.79968643
2024,1194,1159,0.7608431
2024,1194,1253,0.7936918
2024,1194,1224,0.5616634
2024,1194,1447,0.5616634
2024,1194,1345,0.87110114
2024,1194,1397,0.8553772
2024,1194,1166,0.90580946
2024,1194,1242,0.91560227
2024,1194,1211,0.8425857
2024,1194,1376,0.89475757
2024,1194,1400,0.891882
2024,1194,1429,0.8602089
2024,1194,1395,0.90622115
2024,1194,1161,0.89505225
2024,1194,1438,0.89505225
2024,1194,1332,0.7997559
2024,1194,1270,0.8385011
2024,1194,1359,0.79968643
2024,1194,1103,0.7608431
2024,1194,1389,0.7936918
2024,1194,1212,0.5616634
2024,1194,1286,0.5616634
2024,1194,1222,0.87110114
2024,1194,1266,0.8553772
2024,1194,1246,0.90580946
2024,1194,1181,0.91560227
2024,1194,1458,0.8425857
2024,1194,1403,0.89475757
2024,1194,1196,0.891882
2024,1194,1304,0.8602089
2024,1194,1401,0.90622115
2024,1194,1129,0.89505225
2024,1194,1160,0.89505225
2024,1194,1301,0.7997559
2024,1194,1241,0.8385011
2024,1194,1436,0.79968643
2024,1194,1324,0.7608431
2024,1194,1443,0.7936918
2024,1194,1255,0.5616634
2024,1321,1179,0.90622115
2024,1321,1182,0.89505225
2024,1321,1412,0.7997559
2024,1321,1463,0.8385011
2024,1321,1287,0.79968643
2024,1321,1355,0.7608431
2024,1321,1391,0.7936918
2024,1321,1314,0.850193
2024,1321,1112,0.87110114
2024,1321,1124,0.8553772
2024,1321,1104,0.90580946
2024,1321,1388,0.91560227
2024,1321,1155,0.8425857
2024,1321,1173,0.89475757
2024,1321,1280,0.891882
2024,1321,1277,0.8602089
2024,1321,1305,0.90622115
2024,1321,1307,0.89505225
2024,1321,1213,0.7997559
2024,1321,1158,0.8385011
2024,1321,1159,0.79968643
2024,1321,1253,0.7608431
2024,1321,1224,0.7936918
2024,1321,1447,0.7936918
2024,1321,1345,0.850193
2024,1321,1397,0.87110114
2024,1321,1166,0.8553772
2024,1321,1242,0.90580946
2024,1321,1211,0.91560227
2024,1321,1376,0.8425857
2024,1321,1400,0.89475757
2024,1321,1429,0.891882
2024,1321,1395,0.8602089
2024,1321,1161,0.90622115
2024,1321,1438,0.90622115
2024,1321,1332,0.89505225
2024,1321,1270,0.7997559
2024,1321,1359,0.8385011
2024,1321,1103,0.79968643
2024,1321,1389,0.7608431
2024,1321,1212,0.7936918
2024,1321,1286,0.7936918
2024,1321,1222,0.850193
2024,1321,1266,0.87110114
2024,1321,1246,0.8553772
2024,1321,1181,0.90580946
2024,1321,1458,0.91560227
2024,1321,1403,0.8425857
2024,1321,1196,0.89475757
2024,1321,1304,0.891882
2024,1321,1401,0.8602089
2024,1321,1129,0.90622115
2024,1321,1160,0.90622115
2024,1321,1301,0.89505225
2024,1321,1241,0.7997559
2024,1321,1436,0.8385011
2024,1321,1324,0.79968643
2024,1321,1443,0.7608431
2024,1321,1255,0.7936918
2024,1179,1182,0.90622115
2024,1179,1412,0.89505225
2024,1179,1463,0.7997559
2024,1179,1287,0.8385011
2024,1179,1355,0.79968643
2024,1179,1391,0.7608431
2024,1179,1314,0.8883
2024,1179,1112,0.850193
2024,1179,1124,0.87110114
2024,1179,1104,0.8553772
2024,1179,1388,0.90580946
2024,1179,1155,0.91560227
2024,1179,1173,0.8425857
2024,1179,1280,0.89475757
2024,1179,1277,0.891882
2024,1179,1305,0.8602089
2024,1179,1307,0.90622115
2024,1179,1213,0.89505225
2024,1179,1158,0.7997559
2024,1179,1159,0.8385011
2024,1179,1253,0.79968643
2024,1179,1224,0.7608431
2024,1179,1447,0.7608431
2024,1179,1345,0.8883
2024,1179,1397,0.850193
2024,1179,1166,0.87110114
2024,1179,1242,0.8553772
2024,1179,1211,0.90580946
2024,1179,1376,0.91560227
2024,1179,1400,0.8425857
2024,1179,1429,0.89475757
2024,1179,1395,0.891882
2024,1179,1161,0.8602089
2024,1179,1438,0.8602089
2024,1179,1332,0.90622115
2024,1179,1270,0.89505225
2024,1179,1359,0.7997559
2024,1179,1103,0.8385011
2024,1179,1389,0.79968643
2024,1179,1212,0.7608431
2024,1179,1286,0.7608431
2024,1179,1222,0.8883
2024,1179,1266,0.850193
2024,1179,1246,0.87110114
2024,1179,1181,0.8553772
2024,1179,1458,0.90580946
2024,1179,1403,0.91560227
2024,1179,1196,0.8425857
2024,1179,1304,0.89475757
2024,1179,1401,0.891882
2024,1179,1129,0.8602089
2024,1179,1160,0.8602089
2024,1179,1301,0.90622115
2024,1179,1241,0.89505225
2024,1179,1436,0.7997559
2024,1179,1324,0.8385011
2024,1179,1443,0.79968643
2024,1179,1255,0.7608431
2024,1182,1412,0.90622115
2024,1182,1463,0.89505225
2024,1182,1287,0.7997559
2024,1182,1355,0.8385011
2024,1182,1391,0.79968643
2024,1182,1314,0.93775433
2024,1182,1112,0.8883
2024,1182,1124,0.850193
2024,1182,1104,0.87110114
2024,1182,1388,0.8553772
2024,1182,1155,0.90580946
2024,1182,1173,0.91560227
2024,1182,1280,0.8425857
2024,1182,1277,0.89475757
2024,1182,1305,0.891882
2024,1182,1307,0.8602089
2024,1182,1213,0.90622115
2024,1182,1158,0.89505225
2024,1182,1159,0.7997559
2024,1182,1253,0.8385011
2024,1182,1224,0.79968643
2024,1182,1447,0.79968643
2024,1182,1345,0.93775433
2024,1182,1397,0.8883
2024,1182,1166,0.850193
2024,1182,1242,0.87110114
2024,1182,1211,0.8553772
2024,1182,1376,0.90580946
2024,1182,1400,0.91560227
2024,1182,1429,0.8425857
2024,1182,1395,0.89475757
2024,1182,1161,0.891882
2024,1182,1438,0.891882
2024,1182,1332,0.8602089
2024,1182,1270,0.90622115
2024,1182,1359,0.89505225
2024,1182,1103,0.7997559
2024,1182,1389,0.8385011
2024,1182,1212,0.79968643
2024,1182,1286,0.79968643
2024,1182,1222,0.93775433
2024,1182,1266,0.8883
2024,1182,1246,0.850193
2024,1182,1181,0.87110114
2024,1182,1458,0.8553772
2024,1182,1403,0.90580946
2024,1182,1196,0.91560227
2024,1182,1304,0.8425857
2024,1182,1401,0.89475757
2024,1182,1129,0.891882
2024,1182,1160,0.891882
2024,1182,1301,0.8602089
2024,1182,1241,0.90622115
2024,1182,1436,0.89505225
2024,1182,1324,0.7997559
2024,1182,1443,0.8385011
2024,1182,1255,0.79968643
2024,1412,1463,0.90622115
2024,1412,1287,0.89505225
2024,1412,1355,0.7997559
2024,1412,1391,0.8385011
2024,1412,1314,0.53945696
2024,1412,1112,0.93775433
2024,1412,1124,0.8883
2024,1412,1104,0.850193
2024,1412,1388,0.87110114
2024,1412,1155,0.8553772
2024,1412,1173,0.90580946
2024,1412,1280,0.91560227
2024,1412,1277,0.8425857
2024,1412,1305,0.89475757
2024,1412,1307,0.891882
2024,1412,1213,0.8602089
2024,1412,1158,0.90622115
2024,1412,1159,0.89505225
2024,1412,1253,0.7997559
2024,1412,1224,0.8385011
2024,1412,1447,0.8385011
2024,1412,1345,0.53945696
2024,1412,1397,0.93775433
2024,1412,1166,0.8883
2024,1412,1242,0.850193
2024,1412,1211,0.87110114
2024,1412,1376,0.8553772
2024,1412,1400,0.90580946
2024,1412,1429,0.91560227
2024,1412,1395,0.8425857
2024,1412,1161,0.89475757
2024,1412,1438,0.89475757
2024,1412,1332,0.891882
2024,1412,1270,0.8602089
2024,1412,1359,0.90622115
2024,1412,1103,0.89505225
2024,1412,1389,0.7997559
2024,1412,1212,0.8385011
2024,1412,1286,0.8385011
2024,1412,1222,0.53945696
2024,1412,1266,0.93775433
2024,1412,1246,0.8883
2024,1412,1181,0.850193
2024,1412,1458,0.87110114
2024,1412,1403,0.8553772
2024,1412,1196,0.90580946
2024,1412,1304,0.91560227
2024,1412,1401,0.8425857
2024,1412,1129,0.89475757
2024,1412,1160,0.89475757
2024,1412,1301,0.891882
2024,1412,1241,0.8602089
2024,1412,1436,0.90622115
2024,1412,1324,0.89505225
2024,1412,1443,0.7997559
2024,1412,1255,0.8385011
2024,1463,1287,0.90622115
2024,1463,1355,0.89505225
2024,1463,1391,0.7997559
2024,1463,1314,0.54235756
2024,1463,1112,0.53945696
2024,1463,1124,0.93775433
2024,1463,1104,0.8883
2024,1463,1388,0.850193
2024,1463,1155,0.87110114
2024,1463,1173,0.8553772
2024,1463,1280,0.90580946
2024,1463,1277,0.91560227
2024,1463,1305,0.8425857
2024,1463,1307,0.89475757
2024,1463,1213,0.891882
2024,1463,1158,0.8602089
2024,1463,1159,0.90622115
2024,1463,1253,0.89505225
2024,1463,1224,0.7997559
2024,1463,1447,0.7997559
2024,1463,1345,0.54235756
2024,1463,1397,0.53945696
2024,1463,1166,0.93775433
2024,1463,1242,0.8883
2024,1463,1211,0.850193
2024,1463,1376,0.87110114
2024,1463,1400,0.8553772
2024,1463,1429,0.90580946
2024,1463,1395,0.91560227
2024,1463,1161,0.8425857
2024,1463,1438,0.8425857
2024,1463,1332,0.89475757
2024,1463,1270,0.891882
2024,1463,1359,0.8602089
2024,1463,1103,0.90622115
2024,1463,1389,0.89505225
2024,1463,1212,0.7997559
2024,1463,1286,0.7997559
2024,1463,1222,0.54235756
2024,1463,1266,0.53945696
2024,1463,1246,0.93775433
2024,1463,1181,0.8883
2024,1463,1458,0.850193
2024,1463,1403,0.87110114
2024,1463,1196,0.8553772
2024,1463,1304,0.90580946
2024,1463,1401,0.91560227
2024,1463,1129,0.8425857
2024,1463,1160,0.8425857
2024,1463,1301,0.89475757
2024,1463,1241,0.891882
2024,1463,1436,0.8602089
2024,1463,1324,0.90622115
2024,1463,1443,0.89505225
2024,1463,1255,0.7997559
2024,1287,1355,0.90622115
2024,1287,1391,0.89505225
2024,1287,1314,0.3125586
2024,1287,1112,0.54235756
2024,1287,1124,0.53945696
2024,1287,1104,0.93775433
2024,1287,1388,0.8883
2024,1287,1155,0.850193
2024,1287,1173,0.87110114
2024,1287,1280,0.8553772
2024,1287,1277,0.90580946
2024,1287,1305,0.91560227
2024,1287,1307,0.8425857
2024,1287,1213,0.89475757
2024,1287,1158,0.891882
2024,1287,1159,0.8602089
2024,1287,1253,0.90622115
2024,1287,1224,0.89505225
2024,1287,1447,0.89505225
2024,1287,1345,0.3125586
2024,1287,1397,0.54235756
2024,1287,1166,0.53945696
2024,1287,1242,0.93775433
2024,1287,1211,0.8883
2024,1287,1376,0.850193
2024,1287,1400,0.87110114
2024,1287,1429,0.8553772
2024,1287,1395,0.90580946
2024,1287,1161,0.91560227
2024,1287,1438,0.91560227
2024,1287,1332,0.8425857
2024,1287,1270,0.89475757
2024,1287,1359,0.891882
2024,1287,1103,0.8602089
2024,1287,1389,0.90622115
2024,1287,1212,0.89505225
2024,1287,1286,0.89505225
2024,1287,1222,0.3125586
2024,1287,1266,0.54235756
2024,1287,1246,0.53945696
2024,1287,1181,0.93775433
2024,1287,1458,0.8883
2024,1287,1403,0.850193
2024,1287,1196,0.87110114
2024,1287,1304,0.8553772
2024,1287,1401,0.90580946
2024,1287,1129,0.91560227
2024,1287,1160,0.91560227
2024,1287,1301,0.8425857
2024,1287,1241,0.89475757
2024,1287,1436,0.891882
2024,1287,1324,0.8602089
2024,1287,1443,0.90622115
2024,1287,1255,0.89505225
2024,1355,1391,0.90622115
2024,1355,1314,0.3125586
2024,1355,1112,0.3125586
2024,1355,1124,0.54235756
2024,1355,1104,0.53945696
2024,1355,1388,0.93775433
2024,1355,1155,0.8883
2024,1355,1173,0.850193
2024,1355,1280,0.87110114
2024,1355,1277,0.8553772
2024,1355,1305,0.90580946
2024,1355,1307,0.91560227
2024,1355,1213,0.8425857
2024,1355,1158,0.89475757
2024,1355,1159,0.891882
2024,1355,1253,0.8602089
2024,1355,1224,0.90622115
2024,1355,1447,0.90622115
2024,1355,1345,0.3125586
2024,1355,1397,0.3125586
2024,1355,1166,0.54235756
2024,1355,1242,0.53945696
2024,1355,1211,0.93775433
2024,1355,1376,0.8883
2024,1355,1400,0.850193
2024,1355,1429,0.87110114
2024,1355,1395,0.8553772
2024,1355,1161,0.90580946
2024,1355,1438,0.90580946
2024,1355,1332,0.91560227
2024,1355,1270,0.8425857
2024,1355,1359,0.89475757
2024,1355,1103,0.891882
2024,1355,1389,0.8602089
2024,1355,1212,0.90622115
2024,1355,1286,0.90622115
2024,1355,1222,0.3125586
2024,1355,1266,0.3125586
2024,1355,1246,0.54235756
2024,1355,1181,0.53945696
2024,1355,1458,0.93775433
2024,1355,1403,0.8883
2024,1355,1196,0.850193
2024,1355,1304,0.87110114
2024,1355,1401,0.8553772
2024,1355,1129,0.90580946
2024,1355,1160,0.90580946
2024,1355,1301,0.91560227
2024,1355,1241,0.8425857
2024,1355,1436,0.89475757
2024,1355,1324,0.891882
2024,1355,1443,0.8602089
2024,1355,1255,0.90622115
2024,1391,1314,0.28460023
2024,1391,1112,0.3125586
2024,1391,1124,0.3125586
2024,1391,1104,0.54235756
2024,1391,1388,0.53945696
2024,1391,1155,0.93775433
2024,1391,1173,0.8883
2024,1391,1280,0.850193
2024,1391,1277,0.87110114
2024,1391,1305,0.8553772
2024,1391,1307,0.90580946
2024,1391,1213,0.91560227
2024,1391,1158,0.8425857
2024,1391,1159,0.89475757
2024,1391,1253,0.891882
2024,1391,1224,0.8602089
2024,1391,1447,0.8602089
2024,1391,1345,0.28460023
2024,1391,1397,0.3125586
2024,1391,1166,0.3125586
2024,1391,1242,0.54235756
2024,1391,1211,0.53945696
2024,1391,1376,0.93775433
2024,1391,1400,0.8883
2024,1391,1429,0.850193
2024,1391,1395,0.87110114
2024,1391,1161,0.8553772
2024,1391,1438,0.8553772
2024,1391,1332,0.90580946
2024,1391,1270,0.91560227
2024,1391,1359,0.8425857
2024,1391,1103,0.89475757
2024,1391,1389,0.891882
2024,1391,1212,0.8602089
2024,1391,1286,0.8602089
2024,1391,1222,0.28460023
